Comment,Polarity,Subjectivity,Channel
THE GOVERNMENTS RESPONSE TO THESE CLOWN SHOULD BE WATER CANNONS,0.0,0.0,The Daily Mail
I WONDER JUST HOW MUCH OIL PRODUCTS THESE DUMBARSES USE THEY WANT TO STOP EVERYTHING THAT KEEPS THE WORLD RUNNING,0.2,0.2,The Daily Mail
As if the actions of less than one percent of the worlds population can make a large enough difference In spite of the fact the the UK is doing very well when it comes to renewables The developing larger nations are the real cause of concern but it 39 s hypocritical of us to tell them can 39 t benefit economically from fossil fuel usage,0.10680272108843537,0.427891156462585,The Daily Mail
Police supporting idiots and arresting people trying to go about their normal day br WHY,-0.13333333333333333,0.5666666666666667,The Daily Mail
These people have no clue U can t just stop oil and gas like that It takes time to transition Got no clue Need a punch in the face,0.0,0.0,The Daily Mail
Die jungend will nicht das sitzen da holen sie sich Leute aus den Altersheim die spinnen wirklich,0.0,0.0,The Daily Mail
to think the polices 39 duty is to maintain order and protect the public I see zero actions to their duty,0.0,0.06666666666666667,The Daily Mail
But after all this did those protesters when they were alone got a quot friendly quot visit I wonder Or were these quot friendly quot visits covered up by the left wing news media calling it suprising attacks,0.25,0.3333333333333333,The Daily Mail
Are they on Holliday Or school is out Or are the out of job Normal people don 39 t have so much free time for protesting for this typically subject,0.1277777777777778,0.5944444444444444,The Daily Mail
We will never get off oil and the climate change is a lie,0.0,0.0,The Daily Mail
Cant the police remove them whit force,0.0,0.0,The Daily Mail
Way dont People trow Used motor oil on These retards,-0.9,1.0,The Daily Mail
They now that ther clothes is mostly made of oil they shude wear paper clothes,0.5,0.5,The Daily Mail
Failed society,-0.5,0.3,The Daily Mail
Other countries must be laughing at our police,-0.125,0.375,The Daily Mail
Put pressure hoses on the filthy prat s did they walk there today,-0.8,1.0,The Daily Mail
Kid gloves Beatings are in order,0.0,0.0,The Daily Mail
Is impeding traffic not a serious offense in England like it is everywhere else,0.16666666666666666,0.6666666666666666,The Daily Mail
Police are useless They are too busy being thought and speech police to do actual police work and protect the public it seems Maybe they need some more sensitivity training,0.019999999999999997,0.2333333333333333,The Daily Mail
Just drag the vermin off to jail Plod you are a shame on your country,-0.13333333333333333,0.09027777777777779,The Daily Mail
If you not happy what your government do make your protest on front of they houses and work places br Regular people don t give a f k about your ideas about right or wrong they have they own,-0.0028571428571428693,0.7025274725274725,The Daily Mail
Glued Fine just rip them off,0.4166666666666667,0.5,The Daily Mail
One word EGO,0.0,0.0,The Daily Mail
No more Gas No More Oil so what the bloody substitute,-0.43333333333333335,0.6333333333333333,The Daily Mail
Love it,0.5,0.6,The Daily Mail
British police are useless clowns,-0.25,0.1,The Daily Mail
There should be an international list of these goobers and other climate activist who disrupt free movement of society or do damage such as this They are terrorists not peaceful protesters br Confiscate any vehicle they might have that uses any type of petroleum based fuel br Deprive them of the use of electricity and natural gas hook ups to their residence br Ban them for using Taxis Uber Lift and other ride sharing modes of transportation br Ban them from air travel br Ban them from rail service outside the city or town boundaries where that they reside in br Public transportation should be open to them unless they interfere with its operation,0.0125,0.35666666666666663,The Daily Mail
Pepper balls and tear gas will clear that right up,0.19285714285714287,0.4595238095238095,The Daily Mail
Many of us americans are not going on vacation to London at all,0.5,0.5,The Daily Mail
You have 10 seconds before this car is put in gear and starts moving They 39 ll get out of the way damn fast,0.2,0.6,The Daily Mail
A few buckets of orange paint would be handy seem the protesters love the colour so much,0.27499999999999997,0.45,The Daily Mail
Just zip tie them and put them on the side of the road,0.0,0.0,The Daily Mail
Don talk to them jail them,-0.1,0.0,The Daily Mail
The Uk police is an embarrassment,0.0,0.0,The Daily Mail
the police are the dummest prople on earth,0.0,0.0,The Daily Mail
We treat jokers differently in the third world country,0.0,0.3,The Daily Mail
you clearly know what you 39 re doing I sincerely thank you all on behalf of future human beings while we facing earth drowning and iceberg falling apart THANK YOU,0.15,0.27708333333333335,The Daily Mail
They should not use any products that were made by using fossil fuels,0.0,0.0,The Daily Mail
I hope they are not using fossil fuels for their cooking and heating their homes I hope they are not consuming food or any commodity that used fossil fuels,0.0,0.0,The Daily Mail
I wonder that those protesters can be sued for,0.0,0.0,The Daily Mail
Nursing Home Hippies,0.0,0.0,The Daily Mail
cops are so worthless kneeling down to their level Pathetic,-0.6518518518518519,0.7296296296296297,The Daily Mail
We have to find who are behind and supporting them,-0.07500000000000001,0.475,The Daily Mail
Tony Blair world,0.0,0.0,The Daily Mail
Rich people playing with real people life,0.2875,0.525,The Daily Mail
Uk british cops suck,0.0,0.0,The Daily Mail
Lame cops didn 39 t implement the law is the road for idiot people or vehicles,-0.65,0.775,The Daily Mail
America quot Did somebody say OIL quot br br Sends in the Liberators,0.0,0.0,The Daily Mail
i hope these crazies dont come to australia br we could not stop oil if we wanted to even plastic bottles they are drinking water from are made from petro chemicals,0.0,0.0,The Daily Mail
ok what is the goal here just go back to horses imagine that sight 1 milion horses in one city,0.25,0.25,The Daily Mail
There is no crisis just stop rain it 39 s bloody freezing in July,-0.8,0.9,The Daily Mail
Let 39 s import oil from Russia fund genocide and create 80 more co2 shipping it in absolute thick trash doing the WEF a work,0.1333333333333333,0.625,The Daily Mail
It 39 s either retired people or young people that most likely live with their parents and have no real responsibility,0.12727272727272726,0.54,The Daily Mail
where 39 s the tear gas where 39 s the water cannons where are the police dogs and night sticks why are these idiots accored special treatment,-0.22142857142857145,0.6857142857142857,The Daily Mail
the more I see this the more I wanna fly,0.6,0.6333333333333333,The Daily Mail
England is a joke for this Let them try this is in the States They 39 d either be run over or shot,0.0,0.0,The Daily Mail
Poor human wee or old stagnant water over them time waters,-0.10000000000000002,0.3,The Daily Mail
what if you drive an electric car have they thought about it Ok I know thinking requires brains,0.5,0.5,The Daily Mail
Do these protestors drive cars use lights at home etc These all use oil They might want to start WALKING everywhere,0.0,0.0,The Daily Mail
They deserve everything they get,0.0,0.0,The Daily Mail
Stop this PUTIN PAYED Terror,0.0,0.0,The Daily Mail
where is all the police,0.0,0.0,The Daily Mail
this is so easy to take care of 1 pull n its done,0.43333333333333335,0.8333333333333334,The Daily Mail
The cops are treating them like babies This is going to end in tragedy,0.0,0.0,The Daily Mail
Tar and feather the fu ers,0.0,0.0,The Daily Mail
these people are risking their selves when there are other ways,-0.125,0.375,The Daily Mail
Take their mobile phones the chips are mined by slave Labour,0.0,0.0,The Daily Mail
TIME WE LISTEN I have berated Just Stop Oil for weeks wanting to beat up and throw oil over protesters Maybe though timely our UK government and corporations address concerns amp JSO end destruction of artwork disruption of roads sport etc,0.0,0.0,The Daily Mail
I have a dream A dream where the police is police Enter there use the sticks and move the turds,0.0,0.0,The Daily Mail
The public ban together and remove the idiots Zip tie them off the side of the road and leave them br Hopefully it 39 s hot or raining,-0.18333333333333335,0.5722222222222223,The Daily Mail
Quit being nice br Arrest thesis idiot,-0.08333333333333337,0.6,The Daily Mail
Check these protester if they ever use oil such as cooking travelling or use of any machinery tools Oil are use to produce all necessary things of day today life If these protesters couldn 39 t compromise on any of these modern way of life than they are just a bunch of hypocrites,0.06666666666666667,0.6,The Daily Mail
Imagine if all of this effort will have been put in lowering taxes or higher pay,0.25,0.5,The Daily Mail
BRITISH POLICE ARE GUTLESS THEY ARE 2 FACED,0.0,0.0,The Daily Mail
Turn the car around and put the exhaust close as possible and then push the engine see how long they stay where they are smelling the oil,-0.025,0.7,The Daily Mail
